Category_id,Category,Index,Rule,Status,Type,POR
4,DFt,4.315.a,IP Info file provided (generated with use of ISAF flow),FAIL,Auto,Yes
4,DFt,4.323.a,[SCAN] scan insertion (DC) based on scan config,FAIL,Auto,Yes
4,DFt,4.325.a,[Array] BIST_WRAPPER (CO-LOCATION_WRAPPER) must contain all required Array DFx Chassis input/output signals and interface must be connected all the way to IP TOP,FAIL,Auto,Yes
4,DFt,4.326.a,"[Array] If IP has Memories, MBIST_WTAP/MBIST_CTRL collage standard interface must be used",NOT_RUN,Manual,Yes
4,DFt,4.337.a,Scan Audit must be run and is clean,FAIL,Auto,Yes
4,DFt,4.338.a,Array DFT Audit must be run and is clean,FAIL,Auto,Yes
4,DFt,4.349.a,HIP scan collateral checker is run and passes,DISABLED,Manual,Yes
4,DFt,4.350.a,Hip review all non scan (Analog) blocks to insure protection from scan activity during scan mode to prevent damage from contention or other illegal states. Use chassis signal 'fscan_mode' for protection,DISABLED,Manual,Yes
4,DFt,4.57.a,[SCAN] SAGE (ATPG) run and meets PLC test coverage milestone targets,FAIL,Auto,Yes
4,DFt,4.60.a,[SCAN] One Scan capture test in GLS is passing for each clock domain,DISABLED,Manual,Yes
4,DFt,4.60.b,GLS dry run complete with unit delay,DISABLED,Manual,Yes
4,DFt,4.61.a,[SCAN] - Internal component (ctech) MUX added for scan control of all resets and mux output must be active low reset,NOT_RUN,Manual,Yes
4,DFt,4.62.a,[BSCAN] - DFT BSDL file for boundary scan delivered,NOT_RUN,Manual,Yes
4,DFt,4.63.a,[TAP] - Sample trigger SEQUENCE(s)/TEST(s) delivered (for IPs connected to CTBs),NOT_RUN,Manual,Yes
4,DFt,4.65.a,[SCAN] - Quality: Insertion rate reported by DC is included in reports,FAIL,Auto,Yes
4,DFt,4.65.b,[SCAN] - Insertion rate meets PLC documented requirement,FAIL,Auto,Yes
4,DFt,4.66.a,[SECURITY] Secure plugin instantiated as part of the IP deliverable,FAIL,Auto,Yes
4,DFt,4.67.a,[SCAN] - Standard scan config file used,NOT_RUN,Auto,Yes
4,DFt,4.68.a,sTAPs instantiated,NOT_RUN,Manual,Yes
4,DFt,4.68.b,IP has no more than 2 STAPs unless it implements a tap sub-network,NOT_RUN,Manual,Yes
4,DFt,4.68.d,IP TAP opcode security classification,NOT_RUN,Manual,Yes
4,DFt,4.68.f,IP does not synchronize the TAP (FSM) resets (Tap registers can be reset),NOT_RUN,Manual,Yes
4,DFt,4.68.g,"User defined opcodes shall not be between 0x00 to 0x2F, or an opcode of all 1's (ex oxff for 8 bit IR)",NOT_RUN,Manual,Yes
4,DFt,4.68.h,Opcode made up of all 1s shall decode to BYPASS,NOT_RUN,Manual,Yes
4,DFt,4.69.a,[TAP] The TAP slvidcode 32-bit bus must be brought out and correctly defined at IP interface,NOT_RUN,Manual,Yes
4,DFt,4.70.a,[TAP] Validate TAP integration by a test for reading Slvidcode of TAP,NOT_RUN,Manual,Yes
4,DFt,4.71.a,TAP IR/DR Information documented in System RDL,NOT_RUN,Manual,Yes
4,DFt,4.71.b,RDL includes IR/DR information and instance name,NOT_RUN,Manual,Yes
4,DFt,4.90.a,"[Array] Provide following array details for IP:
-Array type and # of instances
-Functional usage of array (how many bits are used)
-Highest functional clock freq of arrays
-Array floorplan details
-Array security requirements
-IP power draw limitations for array testing",NOT_RUN,Manual,Yes
4,DFt,4.InWay10.a,JTAG BFM delivered,DISABLED,Manual,Yes
4,DFt,4.InWay11.a,CTL file delivered,DISABLED,Manual,Yes
4,DFt,4.InWay12.a,Non Scan Test content delivered ,DISABLED,Manual,Yes
4,DFt,4.InWay15.a,"ATPG model (netlist, patterns, library delivered)",DISABLED,Manual,Yes
4,DFt,4.InWay9.a,XML file delivered for TAP registers,DISABLED,Manual,Yes
5,Documentation,5.304.a,Any requirements for EBB : RF/ROM/SRAM power enable connections are documented in Integration Guide.,NOT_RUN,Manual,Yes
5,Documentation,5.305.a,Any requirements for DELAY cells in power enable chain is documented in Integration Guide,DISABLED,Manual,Yes
5,Documentation,5.416.a,Complete comprehensive MAS review,DISABLED,Manual,Yes
5,Documentation,5.419.a,IP META files delivered to support configuration for fabric: http://ipmetadata.amr.corp.intel.com/,DISABLED,Manual,Yes
5,Documentation,5.420.a,IP META files delivered to support configuration for GPIO: http://goto.intel.com/GPIOMetadataTem,DISABLED,Manual,Yes
5,Documentation,5.421.a,"IPSS Integration Test Plan delivered, follows template",NOT_RUN,Manual,Yes
5,Documentation,5.422.a,IPSS Signal List spreadsheet delivered,NOT_RUN,Manual,Yes
5,Documentation,5.79.a,Detailed flow description for TAP usage model testing related to IP that cannot be validated at IP level and needs SoC-level testing ,NOT_RUN,Manual,Yes
5,Documentation,5.81.a,"HAS delivered with next milestone content, follows template",FAIL,Auto,Yes
5,Documentation,5.83.a,"Integration Guide delivered, follows template",FAIL,Auto,Yes
5,Documentation,5.83.b,TAP integration special considerations documented in Integration Guide,NOT_RUN,Manual,Yes
5,Documentation,5.86.a,Must use the required documentation process,NOT_RUN,Auto,Yes
5,Documentation,5.88.a,"Product Brief delivered, follows template",NOT_RUN,Auto,Yes
5,Documentation,5.91.a,Release notes exist,NOT_RUN,Manual,Yes
5,Documentation,5.93.a,Top level port list complete,NOT_RUN,Manual,Yes
5,Documentation,5.94.a,"Verification Plan Reference delivered, follows template",FAIL,Auto,Yes
5,Documentation,5.94.b,Support for pre-silicon software (PSS) features documented in Verification Plan Reference,NOT_RUN,Manual,Yes
6,Emulation/FPGA,6.314.a,RTL related collaterals must pass FPGA checks,NOT_RUN,Auto,Yes
6,Emulation/FPGA,6.314.e,UPF and related collaterals must pass FPGA checks,NOT_RUN,Auto,Yes
6,Emulation/FPGA,6.321.a,RTL and related collaterals must pass Veloce Emulation Checks.,FAIL,Auto,Yes
6,Emulation/FPGA,6.321.e,UPF and related collaterals must pass Veloce Emulation Checks.,NA,Auto,Yes
6,Emulation/FPGA,6.418.a,"A high-level (process agnostic) model must be provided for RTL Memories, EBBs (Embedded Black Boxes) or BMODs that is EFFM Compile and Functional clean and be accurately inferred by Emulation & FPGA Tools",NOT_RUN,Manual,Yes
6,Emulation/FPGA,6.95.a,RTL and related collaterals must pass Zebu Emulation Checks,NOT_RUN,Auto,Yes
6,Emulation/FPGA,6.95.e,UPF and related collaterals must pass Zebu emulation checks,NOT_RUN,Auto,Yes
6,Emulation/FPGA,6.97.a,Ensure that Emulation-FPGA specific HEX ROM FirmWare file (applicable to IP with microcontrollers) version is validated and in sync with released RTL,NOT_RUN,Manual,Yes
7,FEV,7.100.a,FEV scripts and constraints in the dofile are matching the log file,NOT_RUN,Auto,Yes
7,FEV,7.101.a,FEV LEC run not using 'set undriven to constant',FAIL,Auto,Yes
7,FEV,7.101.b,LEC did not tie anything to constant,PASS,Auto,Yes
7,FEV,7.102.a,No undriven pins/nets are allowed,NOT_RUN,Auto,Yes
7,FEV,7.274.a,"Do not specify ""+define+DC"" for FEV",PASS,Auto,Yes
7,FEV,7.274.b,"Do not specify ""set directive on"" for FEV",PASS,Auto,Yes
7,FEV,7.308.a,FEV must be run with UPF,NA,Auto,Yes
7,FEV,7.348.a,Golden side compilation should use -functiondefault Z during read design command,NOT_RUN,Auto,Yes
7,FEV,7.98.a,LEC reports must exist,FAIL,Auto,Yes
7,FEV,7.98.b,FEV lec.log file must exists,PASS,Auto,Yes
7,FEV,7.99.a,LEC must be clean at the level of synthesis,FAIL,Auto,Yes
7,FEV,7.99.b,LEC must run at the level of synthesis,PASS,Auto,Yes
